,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,laptime
65,12.987589,1.914555,0.450331,-0.051122,0.639928,3.408736,0.308399,1.650320,15.435434
66,13.187398,1.931188,0.440745,-0.343683,0.647894,3.451363,-0.559086,1.924867,15.435434
67,13.387207,1.954304,0.407463,-0.601287,0.627629,3.521134,-0.770978,1.647190,15.435434
68,13.587016,1.993951,0.324520,-0.750218,0.576871,3.629578,-0.621692,1.826283,15.435434
69,13.786825,2.048978,0.182397,-0.769553,0.514163,3.813789,-0.174585,1.912098,15.435434
70,13.986634,2.109235,0.014808,-0.702627,0.493279,4.042519,0.290086,0.193667,15.435434
71,14.186443,2.171624,-0.143715,-0.596693,0.528697,4.066165,0.455456,-2.087544,15.435434
72,14.386253,2.229500,-0.258213,-0.416059,0.576402,3.847513,0.669996,-4.488592,15.435434
73,14.586062,2.269436,-0.300809,-0.110430,0.621092,3.548112,1.132399,-6.780090,15.435434
74,14.785871,2.299980,-0.292287,0.269841,0.674486,3.228424,2.132191,8.700745,15.435434
75,14.985680,2.351068,-0.222637,0.587189,0.820226,3.823140,1.636829,4.976200,15.435434
76,15.185489,2.449233,-0.058125,0.746283,0.997103,4.360871,2.014993,3.394118,15.435434
